image_path,caption
../dataset/fighting\the-king-of-fighters-neowave.png,"The image is a promotional poster for the video game ""NEON WAVE: The King of Fighters."" The background is a gradient of light to dark gray, with a white border framing the image. The title ""NEON WAVE: The King of Fighters"" is prominently displayed in the center in a bold, red font. In the foreground, there are six characters, each with distinct hairstyles and outfits. From left to right, the first character has red hair and is wearing a red and black outfit. The second character has blonde hair and is wearing a red and black outfit as well. The third character has long blonde hair and is wearing a red and black outfit. The fourth character has"
../dataset/fighting\the-king-of-fighters-xi.png,"The image is a colorful, stylized poster for a video game. The central figure is a female character with long, flowing hair, wearing a white outfit with black accents. Surrounding her are various other characters, each with distinct designs and expressions. The background is a mix of vibrant colors, including greens, blues, and purples, with a dynamic, almost abstract style. The text on the poster is partially visible, but it appears to be a title or logo, possibly for the game ""Fate/Grand Order."" The overall style is reminiscent of anime or manga, with a focus on bold colors and dynamic poses."
../dataset/fighting\the-king-of-fighters-xii.png,"The image is a promotional poster for ""The King of Fighters XIII."" The central characters are a blonde woman in a red outfit, a black and white character, and a character with red hair and a black outfit. They are all depicted in dynamic poses, suggesting action and combat. The background features a cityscape with buildings and a clear blue sky, indicating an urban setting. The logo at the bottom reads ""THE KING OF FIGHTERS XIII,"" and there is a stylized ""F"" in the center, which is a recognizable logo from the ""King of Fighters"" series. The overall style is vibrant and energetic, typical of action-packed video game posters."
../dataset/fighting\the-king-of-fighters-xiii.png,"The image is a promotional poster for a video game titled ""The King of Fighters XIII."" The title is prominently displayed in the center of the poster, with the letters ""KOF XIII"" in a stylized font. The background features a group of characters, each with distinct hairstyles and expressions, suggesting a diverse and dynamic cast. The characters are depicted in a dynamic pose, indicating action and combat. The overall style of the poster is vibrant and energetic, with a mix of green and blue hues that add to the sense of excitement and intensity."
../dataset/fighting\the-king-of-fighters-xiv.png,"The image is a promotional poster for the video game ""The King of Fighters XIV."" The central figure is a character with red hair and a white mask, holding a fireball. Surrounding this character are other characters, each with distinct designs and poses. The background features a fiery scene with multiple characters engaged in combat. The overall style is vibrant and dynamic, typical of action video games."
../dataset/fighting\the-lands-of-eldyn.png,"The image is a cover for a game titled ""Peasant Wanderer: The Lands of Eldyn."" The title is prominently displayed in large, bold letters at the top of the cover. Below the title, there is a subtitle that reads ""Peasant Wanderer Tier 1."" The background of the cover features a grassy field with a few trees and a small, dark figure standing in the middle of the field. The figure appears to be a character from the game, possibly a peasant or a wanderer, given the title. The overall style of the cover is simple and minimalistic, with a focus on the title and the character figure."
../dataset/fighting\the-last-blade-2.png,"The image is a cover for a game titled ""The Last Blade 2."" The title is prominently displayed in a stylized font with a blue and red color scheme. Below the title, there is a logo featuring a samurai holding a sword, set against a bamboo background. The samurai is depicted in traditional Japanese attire, with a black and white pattern on the kimono. The overall style of the cover is reminiscent of traditional Japanese art, with a focus on the samurai and the sword."
../dataset/fighting\the-last-blade.png,"The image is a cover for a video game titled ""The Last Blade."" The cover features a group of characters in traditional Japanese attire, including samurai and ninja, standing in a courtyard. The characters are depicted in various poses, with some holding weapons and others in a relaxed stance. The central character is a man in a black outfit, standing with his hands on his hips, looking forward. The title ""THE LAST BLADE"" is prominently displayed in the center of the cover, with a stylized ""O"" in the middle. The background includes a building with a red roof and a tree with autumn leaves, suggesting a setting in a historical or fantasy world. The overall style is vibrant and"
../dataset/fighting\the-legend-of-fjarri.png,"The image features a stylized logo for ""The Legend of Fjarri."" The logo includes a white silhouette of a fox sitting on a red tail, with a red circle behind the fox. The fox is depicted in a relaxed, contemplative pose, with its head turned to the side. The background is white, which makes the red circle and the fox stand out prominently. The text ""THE LEGEND OF FJARRI"" is written in a cursive, elegant font, with ""THE"" in black and ""LEGEND OF"" in white. The overall style is artistic and visually appealing, with a focus on the fox and the red circle."
../dataset/fighting\the-legend-of-korra.png,"The image is a promotional poster for the animated television series ""The Legend of Korra."" The central figure is a young woman with long hair, dressed in traditional Korra-style clothing, including a blue and white headdress. She is holding a staff with a blue staff at her side, and her body is surrounded by a blue aura, suggesting she is a powerful character. The background features a mystical, otherworldly landscape with mountains and a blue sky, adding to the fantastical atmosphere of the series. The text on the poster reads ""Nickelodeon The Legend of Korra."""
../dataset/fighting\the-matrix-path-of-neo.png,"The image is a promotional poster for the video game ""The Matrix: Path of Neo."" The title ""The Matrix: Path of Neo"" is prominently displayed at the top in large, bold, white letters. Below the title, there is a stylized depiction of a character, likely Neo, from the ""Matrix"" franchise. Neo is depicted in a dynamic pose, flying through a green, ethereal space with a blurred, radiant background that suggests a high-speed or fast-paced action scene. The character is wearing a dark, form-fitting outfit, and the overall style of the poster is sleek and futuristic, reflecting the sci-fi theme of the game."
../dataset/fighting\the-ninja-saviors-return-of-the-warriors.png,"The image is a cover for a video game titled ""The Ninja Saviors: Return of the Warriors."" The background is a solid purple color. The title is displayed in a bold, colorful font with a mix of red, green, and blue colors. The text is centered and reads: ""THE NINJA SAVIDORS RETURN OF THE WARRIORS."" Below the title, there is a small logo that appears to be a stylized representation of a ninja or warrior figure. The overall style of the cover is vibrant and energetic, likely to attract fans of the genre."
../dataset/fighting\the-outcast-mobile.png,"The image is a cover for a mobile game or app. The central focus is a character with long black hair, wearing a gray outfit. The character's expression is intense and focused, with a determined look. The background is predominantly orange, creating a dramatic and intense atmosphere. The text on the cover is partially obscured, but it appears to be in Chinese characters. The logo on the right side of the cover has a red star with a white outline, which might be a symbol or a logo for the game or app."
../dataset/fighting\the-pirates-of-dark-water.png,"The image is a cover for a video game titled ""The Pirates of Dark Water."" The title is prominently displayed in the center of the cover, with the word ""Dark"" in a darker shade of blue and ""Water"" in a lighter shade of blue. Below the title, there is a logo featuring a sword and a shield, suggesting a theme of adventure and combat. Three characters are prominently featured in the image. The character on the left is a male with long hair, wearing a purple outfit with a blue cape. He is holding a sword and has a determined expression. The character in the middle is a female with long hair, wearing a purple outfit with a blue cape. She is holding"
../dataset/fighting\the-punisher--2.png,"The image is a cover for a comic book titled ""The Punisher."" The title is prominently displayed at the top in large, bold, blue letters. Below the title, there is a stylized skull logo, which is white and features a row of vertical lines running down the center of the skull. The background of the cover is black, and the overall style is simple and bold, typical of comic book covers."
../dataset/fighting\the-showdown-effect.png,"The image is a cover for a game titled ""The Showdown Effect."" The cover features a dynamic and action-packed scene with a man in a suit and a gun, surrounded by various elements of a futuristic, sci-fi setting. The man is depicted in a dynamic pose, suggesting action and adventure. The background is filled with silhouettes of other characters and objects, adding to the chaotic and intense atmosphere. The title ""The Showdown Effect"" is prominently displayed in large, bold letters at the bottom of the cover. The overall style is vibrant and colorful, with a mix of realistic and stylized elements."
../dataset/fighting\the-sims-medieval.png,"The image is a promotional poster for a video game titled ""The Sims Medieval."" The title is prominently displayed in the center of the poster in a large, bold font. Below the title, there are three characters depicted in a stylized, medieval setting. The character on the left is a woman with long hair, wearing a green outfit and a crown, and she appears to be in a state of readiness or action. The character in the middle is a man with a beard, wearing a medieval outfit and holding a sword, and he is also in a state of readiness. The character on the right is a man with a beard, wearing a medieval outfit and holding a shield, and he is also"
../dataset/fighting\the-takeover.png,"The image is a cover for a video game titled ""The Takeover."" The cover features a dynamic and action-packed scene with three characters in the foreground. The character on the left is a muscular man wearing a green suit with a belt and a helmet, holding a gun. The character in the middle is a woman with red hair, wearing a red and blue suit with a belt and a helmet, holding a sword. The character on the right is a man with blonde hair, wearing a red and blue suit with a belt and a helmet, holding a gun. The background shows a cityscape with buildings and a sky with lightning, adding to the intense and chaotic atmosphere of the scene. The title"
../dataset/fighting\the-thrill-of-the-fight-vr-boxing.png,"The image is a promotional poster for a virtual reality boxing experience. The background is a vibrant yellow, and the text is in bold, yellow letters. The main text reads ""THRILL OF THE FIGHT!"" in large, bold letters. Below this, in smaller text, it says ""VIRTUAL REALITY BOXING."" There is a black and white image of a boxer in the center, wearing boxing gloves and a boxing outfit. The boxer's face is not visible, but his muscular build is clearly visible. The poster also includes the following information: - ""GEN ADMIN AVAIL."" - ""NO HOME TV/ RADIO."" - ""AIR CONDITIONED"" The overall style of the poster is bold and"
../dataset/fighting\the-warriors.png,"The image is a poster for the movie ""The Warriors."" The title ""The Warriors"" is prominently displayed in large, bold letters at the top of the poster. The background features a crowd of people, likely representing the main characters of the movie. The characters are dressed in various outfits, including jackets, shirts, and headbands, which suggests a sense of unity and camaraderie. The overall style of the poster is bold and graphic, with a strong emphasis on the title and the characters."
../dataset/fighting\the-way-of-life.png,"The image is a cover for a game titled ""The Way of Life: Definitive Edition."" The title is prominently displayed in large, white, uppercase letters at the top of the cover. Below the title, there is a logo consisting of silhouettes of people walking, with a red circle in the center, possibly representing a logo or a symbol. The background features a clear blue sky with a few clouds and a tree with purple leaves, suggesting a natural setting. In the foreground, there are four characters: a man, a woman, a child, and another adult. The man is holding a walking stick, the woman is carrying a bag, and the child is holding a ball."
../dataset/fighting\the-way-of-the-exploding-fist.png,"The image is a cover for a video game titled ""The Way of the Exploding Fist."" The cover features a stylized, retro design with a yellow and blue color scheme. The title is prominently displayed at the top in large, bold letters. Below the title, there is a character holding a sword, which is the central focus of the cover. The character is depicted in a dynamic pose, with a fierce expression, suggesting a sense of action and intensity. The background features a landscape with a lighthouse and a mountain range, adding to the adventurous and adventurous theme of the game. The text on the cover is in a bold, white font, making it stand out against the colorful background."
../dataset/fighting\the-whitetail-incident.png,"The image is a cover for a book titled ""THE WHITETAIL INCIDENT."" The cover features two characters, one of whom is wearing a mask and the other is in a brown outfit. The background is dark, suggesting an eerie or mysterious setting. The text is in red, making it stand out against the darker background."
../dataset/fighting\thems-fightin-herds.png,"The image is a cover for a game titled ""Fightin' Herds."" The cover features four anthropomorphic characters, each with distinct colors and designs. From left to right, the characters are: 1. A character with a yellow and orange color scheme, resembling a lion or a similar animal. 2. A character with a light brown and yellow color scheme, resembling a horse or a similar animal. 3. A character with a light blue and white color scheme, resembling a unicorn or a similar animal. 4. A character with a light green and yellow color scheme, resembling a dragon or a similar animal. The background is dark and ominous, with a dark, possibly forested, environment."
../dataset/fighting\there-shall-be-lancing.png,"The image features a cover with a textured, aged paper background. The text on the cover is in a cursive, elegant font, reading ""There Shall Be Lancing."" The background has a sepia tone, giving it a vintage or antique appearance. The overall style is reminiscent of old parchment or aged paper, adding a historical or classic feel to the cover."
../dataset/fighting\they-always-run.png,"The image is a cover for a game titled ""They Always Run."" The background is a gradient of blue and teal, giving it a futuristic and somewhat dystopian feel. At the top of the cover, the title ""They Always Run"" is written in a stylized, bold font with a red and blue color scheme. Below the title, there is a character design that appears to be a futuristic soldier or robot. The character is wearing a helmet with a visor, and they are holding a weapon in their right hand. The character's design is detailed, with visible muscles and a focused expression. The overall style of the cover is vibrant and dynamic, suggesting a high-energy, action-packed game"
../dataset/fighting\timber-tennis-versus.png,"The image is a pixel art cover for a game titled ""Timber Tennis Versus."" The title is prominently displayed in the center of the cover in a stylized font. The background of the cover features a green field, typical of a tennis court, with a white boundary line and a small audience in the background. In the foreground, there is a character dressed in a white outfit with a green shirt, holding a tennis racket. The character appears to be in motion, possibly serving or returning a ball, as indicated by the position of the racket and the ball in the air. The character's expression is focused and determined, suggesting a competitive or intense game. The overall style of the cover"
../dataset/fighting\time-commando.png,"The image is a cover for a video game titled ""Time Commando."" The cover features a futuristic scene with a character in a suit that appears to be a combination of a helmet and a suit, possibly for protection or combat. The character is crouched down, and there is a dynamic, fiery background that suggests a high-energy or action-packed environment. The text on the cover is partially visible, but it seems to be in a language that is not English. The logo of the game publisher, Adeline, is also visible in the bottom right corner."
../dataset/fighting\tmnt-mutant-melee.png,"The image is a cover for a video game titled ""TMNT: Mutant Melee."" The cover features a group of characters from the Teenage Mutant Ninja Turtles (TMNT) series. The characters are depicted in various poses, with one character holding a gun and another holding a sword. The background is colorful, with a mix of green, purple, and yellow hues. The title ""TMNT"" is prominently displayed in the center of the cover, with ""Mutant Melee"" written below it in a stylized font. The overall style of the cover is retro, reminiscent of the original TMNT series."
../dataset/fighting\tom-and-jerry-in-fists-of-furry.png,"The image is a promotional poster for an animated series. The title ""Tom and Jerry in Fists of Fury"" is prominently displayed at the top in bold, blue letters. Below the title, there are two animated characters: a brown cat and a gray cat. The brown cat, who appears to be Tom, is on the left side of the poster, and the gray cat, who appears to be Jerry, is on the right side. Both characters are depicted in a dynamic, action-oriented pose, with their arms raised and mouths open, suggesting they are in the midst of a fight or a dynamic scene. The background is plain white, which helps to highlight the characters and the text."
../dataset/fighting\tom-and-jerry-in-war-of-the-whiskers.png,"The image is a cover for a video game titled ""Tom and Jerry: War of the Whiskers"" for the PlayStation 2 platform. The cover features a cartoonish illustration of Tom, a mouse, and Jerry, a cat, engaged in a playful fight. Tom is depicted as a mouse with a large, bushy tail, and he is holding a wooden club in his right hand, while Jerry is shown as a cat with a long tail, holding a wooden stick in his left hand. The background is a simple, cartoonish design with stars and a blue sky, adding to the playful and whimsical nature of the scene. The title and the logo of the game are prominently displayed"
../dataset/fighting\tom-and-jerry-war-of-the-whiskers.png,"The image is a cover for a video game titled ""Tom and Jerry: War of the Whiskers."" The cover features two characters prominently: Tom, a cartoon cat, and Jerry, a mouse. Tom is depicted as a cat with a yellow and black striped coat, and he is holding a glass of hot liquid, which is on fire. Jerry is shown as a mouse with a red and white striped coat, and he is also holding a glass of hot liquid, which is also on fire. The background of the cover shows a cityscape with buildings and a fountain, suggesting a urban setting. The title ""War of the Whiskers"" is written in bold, red letters with a"
../dataset/fighting\top-gun-hard-lock.png,"The image is a cover for a video game titled ""Top Gun: Hard Lock."" The cover features a large, detailed illustration of a fighter jet in mid-air, with flames and smoke around it, suggesting intense action. The jet is predominantly gray with some red and yellow accents. The background is a dynamic, fiery scene with explosions and smoke, adding to the sense of high-stakes combat. The game is rated 12, indicating it is suitable for ages 12 and up. The logo of 505 Games is visible in the bottom right corner, indicating the publisher. The overall style is realistic and action-packed, typical of a flight simulation game."
../dataset/fighting\top-hunter-roddy-and-cathy.png,"The image is a cover for a video game titled ""Top Hunter: Bobby & Cathy."" The cover features a vibrant and colorful illustration of a group of characters in a dynamic action scene. The characters are depicted in various poses, with one character holding a gun and another holding a sword. The background includes a mix of elements such as a plane, a helicopter, and a bird, adding to the action-packed atmosphere. The game is published by SNK, as indicated by the logo in the top right corner. The title ""Top Hunter"" is prominently displayed in the center of the cover, with ""Bobby & Cathy"" written below it. The bottom left corner features the logo for the Neo Geo"
../dataset/fighting\toribash.png,"The image is a cover for a game titled ""TORIBASH."" The central character is a white, humanoid robot with red eyes and a red square on its chest. The robot is depicted in a dynamic pose, with its arms extended and legs spread apart, suggesting movement or action. The background is a gradient of blue, with a white and red circular object in the foreground and another red and white circular object in the background. The overall style is cartoonish and vibrant, with bold colors and simple lines."
../dataset/fighting\tough-love-arena.png,"The image is a vibrant and colorful illustration featuring a group of anthropomorphic characters. The background is a striking red heart, which serves as the central focus. The characters are depicted in various poses, with one character in a yellow shirt and another in a pink shirt, both holding blue poles. The characters are stylized with exaggerated features and expressions, giving them a playful and energetic appearance. The text ""TOUGH LOVE ARENA"" is prominently displayed in the center of the image, with the word ""TOUGH"" in a bold, black font and ""LOVE"" in a lighter shade of black. The word ""ARENA"" is in a smaller, white font. The overall style is cartoon"
../dataset/fighting\touhou-hisouten-scarlet-weather-rhapsody.png,"The image is a cover for a game titled ""Dead Rhapsody"" by ""東方緋想天"". The cover features a vibrant and dynamic design with a mix of blue, red, and orange colors. The background is a blend of abstract patterns and shapes, giving it a futuristic and artistic feel. The title is written in a stylized font, with the word ""Dead"" in a bold, white font on a blue background, ""Rhapsody"" in a smaller, white font on a red background, and ""東方緋想天"" in a white font on a blue background. The text is partially obscured by the abstract design, making it difficult to read."
../dataset/fighting\touhou-hisoutensoku-choudokyuu-ginyoru-no-nazo-wo-oe.png,"The image is a cover for a Japanese manga or anime series. The text on the cover is in Japanese and reads ""12th Touhou Project."" The background features a dark, abstract design with a mix of black, white, and gray tones, giving it a mysterious and dramatic appearance. The text is prominently displayed in the center of the cover, with the word ""東方"" (Touhou) in large, bold letters, and ""幻想"" (Kouki) in smaller, more intricate letters. The overall style is dark and intense, suggesting themes of fantasy and mystery."
../dataset/fighting\touhou-hyouibana-antinomy-of-common-flowers.png,"The image is a cover for a book or publication titled ""15th Century Culture Topics."" The title is written in both Chinese and Japanese characters, indicating a bilingual or multicultural focus. The cover features a vibrant and intricate design with a mix of colors, including shades of pink, blue, and white. There are also floral elements, including flowers and leaves, which add to the aesthetic appeal of the cover. The design has a traditional and artistic feel, with a blend of Eastern and Western elements. The overall style is elegant and visually striking, likely intended to attract readers interested in cultural topics from the 15th century."
../dataset/fighting\towerfall--1.png,"The image is a cover for a game titled ""Towerfall."" The character depicted is a female archer with long, flowing hair and a hooded cloak. She is holding a bow and arrow, aiming with precision. The background features a forest with trees and a clear sky. The text ""Towerfall"" is prominently displayed in the center, with a stylized arrow and a leaf-like design on the right side. The overall style is cartoonish and colorful, with a fantasy theme."
../dataset/fighting\town-fall-zombie.png,"The image depicts a scene with a cartoon-style zombie character, labeled ""Zombie,"" standing in the foreground. The zombie is green with yellow eyes and a yellow mouth, and it appears to be in a state of distress, with blood splatters around it. The background features a blurred view of a city street with a red building and a car. The text ""TOWN FALL ZOMBIE"" is superimposed on the image, suggesting that this is a title or a title screen for a game or application. The overall style is cartoonish and somewhat humorous."
../dataset/fighting\transformers-devastation.png,"The image is a cover for a game titled ""Transformers Devastation."" The title is prominently displayed at the top in large, bold letters. Below the title, there are two large, stylized images of Transformers, one in red and one in purple. The Transformers are depicted in a dynamic pose, with one arm raised and the other extended, suggesting movement or action. The background features a cityscape with buildings, indicating that the game is set in a urban environment. The overall style is cartoonish and vibrant, typical of the Transformers franchise."
../dataset/fighting\transformers-forged-to-fight.png,"The image is a cover for a game titled ""Transformers: Forged to Fight."" The title is prominently displayed in large, bold letters at the top of the cover. Below the title, there are two large, detailed images of Transformers, one on the left and one on the right. The Transformers appear to be in a dynamic pose, suggesting action and combat. The background features a blue sky with a lightning bolt, adding to the dynamic and intense atmosphere of the cover. The overall style is vibrant and energetic, with a focus on the action-packed nature of the game."
../dataset/fighting\treachery-in-beatdown-city.png,"The image is a cover for a game titled ""Treachery in Beatdown City."" The cover features three characters in a dynamic pose, suggesting action and combat. The character on the left is a muscular man with a determined expression, wearing a yellow shirt and green shorts. The character in the middle is a woman with long, dark hair, wearing a pink and purple outfit, and she appears to be in a fighting stance. The character on the right is another muscular man, also in a fighting stance, wearing a yellow shirt and black shorts. The background is a gradient of blue, with the top part transitioning to a darker shade, possibly indicating a sky or a dramatic setting. The text on"
../dataset/fighting\treadnauts.png,"The image is a cover for a game titled ""Treadnauts."" The cover features a large, anthropomorphic creature with a green, bulbous head and a large, round body, resembling a tank or a robot. The creature has two small, human-like figures attached to its back, one on each side. The background is a vibrant, colorful scene with a purple sky and a pinkish landscape, suggesting a futuristic or sci-fi setting. The title ""TREADNAUTS"" is prominently displayed in the center of the cover in a bold, black font with a white outline. The text is stylized with a playful, cartoonish font, adding to the game's adventurous and fun"
../dataset/fighting\true-crime-streets-of-la.png,"The image is a cover for a video game titled ""True Crime: Streets of LA."" The cover features a black and white illustration of a man holding a gun, set against a red background. The man is wearing sunglasses and a hat, and the gun has a double-barrel design. The title ""TRUE CRIME"" is prominently displayed in large, bold letters at the top of the cover. Below the title, the subtitle ""STREETS OF LA"" is written in smaller, uppercase letters. The overall style of the cover is gritty and dramatic, with a focus on the man and the gun, suggesting a crime-themed game."
../dataset/fighting\twin-stick-heroes.png,"The image is a cover for a game titled ""Twin Stick Heroes."" The background is a gradient of yellow and orange, with a light green arrow pointing upwards. The title is written in a stylized font with a pixel art aesthetic, featuring a mix of green and brown colors. Three characters are prominently featured in the image: 1. The character on the left is wearing a green helmet and a red shirt with a green backpack. They are holding a gun and appear to be in a combat stance. 2. The character in the middle is wearing a brown outfit with a green helmet and a red shirt. They are holding a sword and appear to be in a defensive stance. 3. The"
../dataset/fighting\twisted-metal-2.png,"The image is a cover for a video game titled ""Twisted Metal 2."" The cover features a chaotic and intense scene with a large, damaged tire in the foreground, which appears to be a part of a vehicle or machinery. The tire is surrounded by flames and debris, suggesting a high-speed or violent event. In the background, there are several other vehicles and structures that look like they have been destroyed or are in a state of disrepair. The overall style of the cover is dark and dramatic, with a focus on the destruction and chaos depicted. The text on the cover is partially visible, but it is not legible in the image."
../dataset/fighting\twisted-metal-4.png,"The image is a cover for a video game titled ""Twisted Metal 4."" The cover features a large, menacing clown face with sharp teeth and a wide grin, set against a backdrop of a cityscape with buildings and a street. The clown is riding a green car, which is also green and has a menacing expression. The title ""Twisted Metal 4"" is prominently displayed in the center of the cover in bold, white letters. The overall style of the cover is dark and intense, with a focus on the clown and the car, suggesting a theme of violence and chaos."
../dataset/fighting\twisted-metal-iii.png,"The image is a cover for a video game titled ""Twisted Metal II."" The cover features a clown face with a red nose and yellow eyes, which is a distinctive and menacing appearance. The background is vibrant with a fiery, orange and yellow color scheme, adding to the intense and possibly violent atmosphere of the game. The text on the cover is clear and legible, with the title ""Twisted Metal II"" prominently displayed in the upper part of the cover. The overall style is dark and edgy, typical of the ""Twisted Metal"" series, which is known for its violent and dark themes."
../dataset/fighting\twisted-metal-small-brawl.png,"The image is a cover for a PlayStation game titled ""Twisted Metal: Small Brawl."" The cover features a vibrant and colorful scene with several characters and vehicles. 1. **Title and Platform**: The top left corner of the cover has the PlayStation logo, indicating that the game is for the PlayStation platform. 2. **Characters**: - **Twisted Metal**: A large, red, and yellow character with a clown face, wearing a red and yellow outfit. - **Small Brawl**: A smaller, blue and white character with a clown face, wearing a blue and white outfit. - **Clown**: A clown character with a red and yellow outfit, standing on"
../dataset/fighting\twisted-metal.png,"The image is a cover for a video game titled ""Twisted Metal."" The cover features a stylized, cartoonish clown with a red nose and a mouth full of sharp teeth, surrounded by flames. The clown is riding on the back of a truck, which is also on fire. The background shows a cityscape with buildings and cars, suggesting a urban setting. The overall style is vibrant and colorful, with a mix of cartoon and realistic elements."
../dataset/fighting\two-strikes.png,"The image is a stylized illustration of a character with a sword, set against a red background. The character is depicted in a dynamic pose, with one arm extended forward and the other behind, holding the sword. The character's face is obscured by a mask, and they are wearing a black and white outfit. The text ""TWO STRIKES"" is prominently displayed in the foreground, with a stylized font that adds to the dramatic effect of the image. The overall style is reminiscent of Japanese manga or anime art."
../dataset/fighting\ubermosh-santicide.png,"The image is a stylized, digital artwork featuring a character with a halo around their head, suggesting a divine or spiritual element. The character is dressed in futuristic, high-tech attire, including a helmet with a visor, and is holding a large, futuristic gun. The background is dark, with a blue and black color scheme, and there is a stylized, abstract design that includes a circle with a line through it, possibly representing a symbol or a design element. The overall style is reminiscent of anime or manga, with bold lines and vibrant colors."
../dataset/fighting\ufc-2009-undisputed.png,"The image is a promotional poster for the video game ""Undisputed 2009"" from the UFC (Ultimate Fighting Championship) series. The title ""Undisputed"" is prominently displayed in large, bold letters at the top of the poster. Below the title, the year ""2009"" is written in smaller font. The central figure in the poster is a male fighter, depicted in a dynamic pose, holding a glove in his right hand. The fighter's expression is intense and focused, with sweat and blood visible on his face, indicating a high level of physical exertion. The background of the poster features a cage, typical of a UFC setting, with a"
../dataset/fighting\ufc-undisputed-2010.png,"The image is a promotional poster for the video game ""UFC Undisputed 2010."" The central figure is a muscular man wearing a black UFC glove, who appears to be in the midst of a boxing or martial arts match. The background shows a ring with a crowd of spectators, indicating that the game is set in a professional wrestling or combat sports setting. The title ""UFC Undisputed 2010"" is prominently displayed in the center of the poster, with the letters ""UFC"" in a bold, red font and ""Undisputed"" in a smaller, white font. The year ""2010"" is also visible in the title"
../dataset/fighting\ufc-undisputed-3.png,"The image is a cover for the video game ""UFC Undisputed 3."" The cover features two male characters in a dynamic pose, with one character kicking the other. The character being kicked is wearing a black and white patterned shorts, while the one kicking is wearing blue gloves and black shorts. The background is a gradient of red and white, with a white border around the characters. The text on the cover is partially visible, but it is not legible. The overall style of the cover is bold and action-packed, typical of video game covers."
../dataset/fighting\ultimate-muscle-legends-vs-new-generation.png,"The image is a cover for a video game titled ""Ultimate Muscle: The Condemned Legacy."" The game is for the Nintendo GameCube platform. The cover features a character with a bald head, wearing a blue and black outfit with a belt and gloves. The character appears to be in a boxing stance, with one arm raised and the other bent at the elbow. The background shows a boxing ring with a referee and a ring announcer. The game's logo is prominently displayed in the top left corner, and the game's title is written in bold, yellow letters with a red outline. The bottom of the cover has the logo for the publisher, Bandai, and the rating ""Teen"
../dataset/fighting\ultra-space-battle-brawl.png,"The image is a cover for a game titled ""Ultra Space Battle Brawl."" The character depicted is a muscular, yellow-skinned figure with a purple mohawk hairstyle. He is holding a large, sword-like weapon and has a determined expression. The background features a starry night sky, suggesting a space setting. The text on the cover is in a bold, pink font with the words ""ULTRA"" and ""SPACE BATTLE BRAWL"" prominently displayed. The overall style is cartoonish and action-packed, typical of a game with a space theme."
../dataset/fighting\ultra-street-fighter-ii-the-final-challengers.png,"The image is a cover for a video game titled ""Ultra Street Fighter II: The Final Challengers."" The cover features a vibrant and colorful design with various characters from the game. The title is prominently displayed at the top in large, bold letters. The characters are depicted in a dynamic and action-packed style, with some characters in the foreground and others in the background. The characters are dressed in traditional street fighter outfits, and their poses suggest they are in the midst of a fight or a battle. The overall style of the cover is reminiscent of classic arcade games, with bold colors and dynamic lines."
../dataset/fighting\umineko-golden-fantasia.png,"The image is a promotional poster for a game titled ""Golden Fantasia."" The title is prominently displayed in the center of the poster in a stylized font. Surrounding the title are several characters, each with distinct appearances and poses. The characters are depicted in various poses, some standing and some in action stances, suggesting a dynamic and engaging scene. The characters are dressed in costumes that appear to be inspired by fantasy or magical themes, with some wearing hats and others with wands or staffs. The background is a gradient of blue and white, with a light source that creates a glowing effect, adding to the magical and fantastical atmosphere of the poster. The overall style is vibrant and colorful"
../dataset/fighting\under-night-in-birth-exe-late.png,"The image is a promotional poster for the game ""Under Night In-Birth: Exe:Late[st]"" (Under Night In-Birth: Exe:Late[st] in Japanese). The poster features four characters prominently, each with distinct styles and accessories. 1. **Top Left Character**: This character has long, flowing hair and is wearing a black outfit with a red cape. They are holding a sword with a gold hilt, and their expression is intense and determined. 2. **Top Right Character**: This character has long, flowing hair and is wearing a blue outfit with a red cape. They are holding a sword with a gold hilt, and their expression is fierce and"
../dataset/fighting\underground-warriors.png,"The image is a digital illustration of a muscular, orange-haired character with a determined expression. The character is wearing a black and white outfit with a red and white striped shirt and a black belt. The character has a muscular build and is holding a rope with a red and white striped handle. The background is a mix of orange and black, creating a dramatic and intense atmosphere. The style is cartoonish and dynamic, with bold lines and high contrast colors."
../dataset/fighting\unruly-heroes.png,"The image is a cover for a game titled ""Unruly Heroes."" The central character is a lion-like figure with a fierce expression, wearing a red and blue armor with a golden crown. The lion is holding a sword and appears to be in a dynamic pose, ready for battle. To the right, there is a character with a red beard and a menacing expression, holding a staff. The background is a mix of yellow and blue, giving the scene a vibrant and dynamic feel. The text ""UNRULY HEROES"" is prominently displayed at the bottom in bold, white letters."
../dataset/fighting\urban-champion.png,"The image is a cover for a video game titled ""Urban Champion"" by Nintendo. The game is part of the Action Series. The cover features two characters, a man in a red suit and a woman in a blue dress, engaged in a fight. The background shows a cityscape with buildings and a sky with clouds. The game is set on the Nintendo Entertainment System. The cover is predominantly black with white and yellow text. The text is clear and legible."
../dataset/fighting\usurper-soulbound.png,"The image is a cover for a game titled ""Usurper."" The title is prominently displayed at the top in large, white, uppercase letters. Below the title, there is a skull-like character with a skeletal face, wearing a red and gold armor with a sword in hand. The character has a blue aura around it, suggesting magic or power. The background features a stone wall with a torch on the right side, casting a warm glow. The overall style is dark and medieval, with a focus on fantasy elements."
